Order_ID,Order_Timestamp,Day_Type,Restaurant_Type,Weather,Order_Value,Delivery_Time_Mins,Customer_Rating,Order_Hour
ORD-100715,11/04/2025 15:00,Weekday,Indian,Clear,87.87,16,4,15
ORD-100716,10/02/2025 15:00,Weekday,Italian,Clear,92.13,27,4,15
ORD-100717,07/03/2025 17:00,Weekday,Italian,Clear,64.52,33,5,17
ORD-100718,26/04/2025 22:00,Weekend,Indian,Clear,82.42,32,5,22
ORD-100719,30/03/2025 11:00,Weekend,Indian,Cloudy,60.12,40,5,11
ORD-100720,09/05/2025 19:00,Weekday,Italian,Clear,34.02,22,4,19
ORD-100721,03/02/2025 18:00,Weekday,Indian,Clear,76.91,20,5,18
ORD-100722,17/02/2025 20:00,Weekday,Sushi,Rain,90.06,53,1,20
ORD-100723,05/05/2025 18:00,Weekday,Healthy/Vegan,Rain,85.23,42,5,18
ORD-100724,16/01/2025 12:00,Weekday,Fast Food,Cloudy,63.14,34,5,12
ORD-100725,21/04/2025 11:00,Weekday,Indian,Cloudy,119.68,24,4,11
ORD-100726,15/04/2025 17:00,Weekday,Italian,Clear,39.26,23,4,17
ORD-100727,11/01/2025 12:00,Weekend,Indian,Clear,105.21,36,4,12
ORD-100728,14/03/2025 13:00,Weekday,Sushi,Rain,112.83,38,5,13
ORD-100729,26/03/2025 16:00,Weekday,Indian,Clear,97.1,32,4,16
ORD-100730,10/05/2025 18:00,Weekend,Indian,Clear,81.36,27,4,18
ORD-100731,23/03/2025 20:00,Weekend,Healthy/Vegan,Rain,39.38,68,3,20
ORD-100732,15/01/2025 18:00,Weekday,Healthy/Vegan,Cloudy,103.84,31,5,18
ORD-100733,10/04/2025 16:00,Weekday,Italian,Rain,109.84,34,4,16
ORD-100734,21/03/2025 13:00,Weekday,Italian,Cloudy,46.76,27,5,13
ORD-100735,10/01/2025 11:00,Weekday,Healthy/Vegan,Clear,87.48,20,5,11
ORD-100736,02/06/2025 16:00,Weekday,Fast Food,Rain,39.28,56,1,16
ORD-100737,11/05/2025 20:00,Weekend,Indian,Clear,115,33,5,20
ORD-100738,22/04/2025 15:00,Weekday,Italian,Cloudy,118.59,22,5,15
ORD-100739,04/02/2025 20:00,Weekday,Italian,Clear,20.63,15,5,20
ORD-100740,21/06/2025 16:00,Weekend,Fast Food,Cloudy,86.05,21,5,16
ORD-100741,14/06/2025 18:00,Weekend,Italian,Rain,63.39,39,5,18
ORD-100742,09/04/2025 13:00,Weekday,Indian,Cloudy,29.91,34,4,13
ORD-100743,19/02/2025 15:00,Weekday,Sushi,Clear,115.95,29,5,15
ORD-100744,08/01/2025 12:00,Weekday,Indian,Clear,96.43,34,5,12
ORD-100745,01/01/2025 11:00,Weekday,Healthy/Vegan,Clear,33.02,32,5,11
ORD-100746,08/06/2025 22:00,Weekend,Fast Food,Clear,118.19,21,5,22
ORD-100747,30/03/2025 17:00,Weekend,Indian,Clear,58.12,26,5,17
ORD-100748,02/05/2025 10:00,Weekday,Italian,Clear,41.95,16,5,10
ORD-100749,16/06/2025 11:00,Weekday,Fast Food,Storm,60.7,46,4,11
ORD-100750,19/06/2025 18:00,Weekday,Sushi,Clear,111.08,16,4,18
ORD-100751,15/06/2025 20:00,Weekend,Fast Food,Rain,112.52,37,4,20
ORD-100752,05/05/2025 11:00,Weekday,Italian,Clear,80.24,24,4,11
ORD-100753,11/03/2025 11:00,Weekday,Sushi,Clear,19.09,27,4,11
ORD-100754,23/04/2025 14:00,Weekday,Italian,Rain,68.43,40,5,14
ORD-100755,30/01/2025 19:00,Weekday,Sushi,Clear,118.83,32,5,19
ORD-100756,09/02/2025 15:00,Weekend,Sushi,Clear,119.17,40,4,15
ORD-100757,29/05/2025 19:00,Weekday,Fast Food,Clear,57.37,33,4,19
ORD-100758,08/05/2025 13:00,Weekday,Italian,Clear,47.32,31,4,13
ORD-100759,08/05/2025 16:00,Weekday,Italian,Clear,21.45,17,4,16
ORD-100760,22/01/2025 20:00,Weekday,Healthy/Vegan,Cloudy,92.43,24,4,20
ORD-100761,31/01/2025 11:00,Weekday,Sushi,Clear,48.64,29,5,11
ORD-100762,22/01/2025 12:00,Weekday,Italian,Clear,17.18,32,4,12
ORD-100763,21/02/2025 14:00,Weekday,Indian,Clear,33.05,15,4,14
ORD-100764,16/01/2025 21:00,Weekday,Italian,Cloudy,16.39,30,4,21
ORD-100765,10/04/2025 19:00,Weekday,Italian,Clear,99.31,21,4,19
ORD-100766,12/03/2025 21:00,Weekday,Sushi,Clear,56.3,28,5,21
ORD-100767,06/04/2025 12:00,Weekend,Sushi,Clear,47.58,29,5,12
ORD-100768,15/04/2025 13:00,Weekday,Fast Food,Clear,72.44,20,5,13
ORD-100769,14/05/2025 22:00,Weekday,Fast Food,Clear,43.77,21,4,22
ORD-100770,27/01/2025 19:00,Weekday,Fast Food,Clear,33.8,19,4,19
ORD-100771,24/02/2025 19:00,Weekday,Fast Food,Clear,80.13,30,5,19
ORD-100772,03/06/2025 12:00,Weekday,Italian,Clear,30.33,23,5,12
ORD-100773,12/03/2025 12:00,Weekday,Sushi,Rain,99.87,39,4,12
ORD-100774,14/01/2025 13:00,Weekday,Sushi,Clear,77.63,18,5,13
ORD-100775,07/04/2025 19:00,Weekday,Italian,Clear,46.49,26,5,19
ORD-100776,10/02/2025 20:00,Weekday,Healthy/Vegan,Clear,64.25,32,5,20
ORD-100777,07/05/2025 13:00,Weekday,Sushi,Cloudy,51.01,15,5,13
ORD-100778,25/01/2025 14:00,Weekend,Italian,Clear,36.23,34,5,14
ORD-100779,26/02/2025 11:00,Weekday,Fast Food,Clear,100.29,18,5,11
ORD-100780,27/04/2025 11:00,Weekend,Sushi,Rain,72.4,51,1,11
ORD-100781,11/04/2025 22:00,Weekday,Sushi,Clear,108.47,18,5,22
ORD-100782,28/05/2025 17:00,Weekday,Italian,Clear,47.97,29,4,17
ORD-100783,19/01/2025 19:00,Weekend,Healthy/Vegan,Clear,87.6,33,5,19
ORD-100784,11/05/2025 11:00,Weekend,Fast Food,Cloudy,74.74,20,4,11
ORD-100785,11/05/2025 20:00,Weekend,Fast Food,Cloudy,53.14,42,5,20
ORD-100786,07/01/2025 13:00,Weekday,Indian,Rain,61.83,39,5,13
ORD-100787,06/06/2025 16:00,Weekday,Healthy/Vegan,Rain,65.43,39,4,16
ORD-100788,03/06/2025 19:00,Weekday,Fast Food,Rain,65.67,30,5,19
ORD-100789,03/06/2025 20:00,Weekday,Sushi,Clear,64.89,26,5,20
ORD-100790,10/06/2025 22:00,Weekday,Sushi,Rain,68.65,43,4,22
ORD-100791,28/03/2025 22:00,Weekday,Fast Food,Cloudy,72.82,34,5,22
ORD-100792,15/02/2025 12:00,Weekend,Healthy/Vegan,Rain,104.83,46,5,12
ORD-100793,14/05/2025 22:00,Weekday,Healthy/Vegan,Clear,49.42,33,4,22
ORD-100794,17/02/2025 12:00,Weekday,Healthy/Vegan,Cloudy,24.25,30,4,12
ORD-100795,10/03/2025 20:00,Weekday,Italian,Clear,89.19,19,4,20
ORD-100796,11/05/2025 22:00,Weekend,Fast Food,Clear,93.54,35,5,22
ORD-100797,05/05/2025 12:00,Weekday,Sushi,Cloudy,70.4,28,5,12
ORD-100798,10/01/2025 19:00,Weekday,Fast Food,Clear,46.79,33,5,19
ORD-100799,13/04/2025 13:00,Weekend,Sushi,Clear,54.87,24,5,13
ORD-100800,10/05/2025 21:00,Weekend,Fast Food,Rain,34.3,66,2,21
ORD-100801,14/03/2025 11:00,Weekday,Sushi,Clear,69.53,24,5,11
ORD-100802,22/04/2025 17:00,Weekday,Healthy/Vegan,Clear,60.81,28,5,17
ORD-100803,27/03/2025 14:00,Weekday,Healthy/Vegan,Clear,112.95,21,4,14
ORD-100804,03/06/2025 15:00,Weekday,Indian,Clear,50.31,20,5,15
ORD-100805,07/02/2025 17:00,Weekday,Italian,Clear,117.11,20,5,17
ORD-100806,06/05/2025 16:00,Weekday,Fast Food,Clear,22.86,34,5,16
ORD-100807,17/02/2025 19:00,Weekday,Italian,Clear,101.94,24,4,19
ORD-100808,26/01/2025 18:00,Weekend,Italian,Rain,57.24,56,1,18
ORD-100809,05/03/2025 16:00,Weekday,Fast Food,Cloudy,42.55,15,4,16
ORD-100810,25/03/2025 12:00,Weekday,Italian,Clear,74.95,28,4,12
ORD-100811,13/03/2025 22:00,Weekday,Healthy/Vegan,Clear,57.45,31,5,22
ORD-100812,13/06/2025 10:00,Weekday,Indian,Rain,44.95,44,5,10
ORD-100813,19/01/2025 19:00,Weekend,Italian,Clear,48.39,25,4,19
ORD-100814,18/01/2025 18:00,Weekend,Indian,Clear,21.71,40,5,18
ORD-100815,03/05/2025 19:00,Weekend,Sushi,Rain,110.15,53,1,19
ORD-100816,02/01/2025 14:00,Weekday,Sushi,Cloudy,51.32,22,5,14
ORD-100817,14/03/2025 14:00,Weekday,Indian,Rain,109.42,45,4,14
ORD-100818,27/06/2025 19:00,Weekday,Healthy/Vegan,Rain,46.6,43,5,19
ORD-100819,06/03/2025 13:00,Weekday,Italian,Rain,114.14,52,1,13
ORD-100820,17/06/2025 22:00,Weekday,Italian,Clear,95.75,18,5,22
ORD-100821,08/06/2025 14:00,Weekend,Sushi,Clear,61.81,24,4,14
ORD-100822,12/01/2025 14:00,Weekend,Healthy/Vegan,Clear,102.1,25,5,14
ORD-100823,18/03/2025 16:00,Weekday,Sushi,Clear,100.37,25,5,16
ORD-100824,09/03/2025 14:00,Weekend,Fast Food,Clear,80.88,26,4,14
ORD-100825,01/05/2025 15:00,Weekday,Indian,Clear,40.44,24,4,15
ORD-100826,04/01/2025 11:00,Weekend,Healthy/Vegan,Storm,54.61,39,5,11
ORD-100827,22/02/2025 11:00,Weekend,Italian,Cloudy,37.97,29,5,11
ORD-100828,03/04/2025 18:00,Weekday,Indian,Clear,45.63,30,4,18
ORD-100829,10/03/2025 11:00,Weekday,Sushi,Clear,84.69,31,4,11
ORD-100830,01/04/2025 17:00,Weekday,Italian,Clear,85.77,31,4,17
ORD-100831,31/05/2025 15:00,Weekend,Healthy/Vegan,Rain,58.13,43,5,15
ORD-100832,06/05/2025 17:00,Weekday,Italian,Clear,104.97,31,5,17
ORD-100833,21/03/2025 18:00,Weekday,Indian,Cloudy,62.97,26,5,18
ORD-100834,23/04/2025 15:00,Weekday,Sushi,Cloudy,65.46,31,4,15
ORD-100835,25/02/2025 13:00,Weekday,Healthy/Vegan,Clear,101.78,34,4,13
ORD-100836,05/06/2025 14:00,Weekday,Indian,Clear,64.29,27,5,14
ORD-100837,14/02/2025 11:00,Weekday,Healthy/Vegan,Clear,96.91,27,4,11
ORD-100838,21/06/2025 14:00,Weekend,Healthy/Vegan,Clear,101.16,38,4,14
ORD-100839,02/05/2025 19:00,Weekday,Sushi,Rain,118.29,47,4,19
ORD-100840,02/04/2025 10:00,Weekday,Indian,Rain,23.32,45,4,10
ORD-100841,03/03/2025 13:00,Weekday,Indian,Cloudy,62.99,33,5,13
ORD-100842,10/06/2025 22:00,Weekday,Fast Food,Clear,98.16,18,5,22
ORD-100843,10/01/2025 15:00,Weekday,Fast Food,Cloudy,50.26,30,5,15
ORD-100844,26/04/2025 13:00,Weekend,Fast Food,Storm,30,66,3,13
ORD-100845,19/01/2025 10:00,Weekend,Fast Food,Clear,101.16,30,5,10
ORD-100846,02/06/2025 22:00,Weekday,Indian,Clear,48.23,27,5,22
ORD-100847,22/04/2025 16:00,Weekday,Italian,Clear,51.46,23,4,16
ORD-100848,07/03/2025 12:00,Weekday,Italian,Rain,74.87,43,5,12
ORD-100849,14/03/2025 10:00,Weekday,Italian,Clear,62.24,18,5,10
ORD-100850,10/03/2025 16:00,Weekday,Sushi,Clear,71.51,31,5,16
ORD-100851,17/06/2025 22:00,Weekday,Healthy/Vegan,Storm,104.6,39,5,22
ORD-100852,20/02/2025 17:00,Weekday,Indian,Clear,118.98,26,4,17
ORD-100853,30/01/2025 17:00,Weekday,Italian,Clear,55.37,29,4,17
ORD-100854,09/01/2025 21:00,Weekday,Healthy/Vegan,Rain,75.53,55,3,21
ORD-100855,06/03/2025 14:00,Weekday,Fast Food,Rain,39.78,42,5,14
ORD-100856,22/04/2025 20:00,Weekday,Healthy/Vegan,Cloudy,29.64,32,5,20
ORD-100857,23/02/2025 11:00,Weekend,Healthy/Vegan,Clear,63.08,36,4,11
ORD-100858,28/06/2025 12:00,Weekend,Sushi,Clear,51.55,29,5,12
ORD-100859,02/06/2025 21:00,Weekday,Healthy/Vegan,Clear,33.17,30,5,21
ORD-100860,15/06/2025 16:00,Weekend,Healthy/Vegan,Cloudy,29.59,34,4,16
ORD-100861,16/04/2025 14:00,Weekday,Healthy/Vegan,Clear,47.49,26,5,14
ORD-100862,15/03/2025 21:00,Weekend,Sushi,Rain,57.54,54,2,21
ORD-100863,29/04/2025 11:00,Weekday,Sushi,Clear,92.66,16,5,11
ORD-100864,19/03/2025 15:00,Weekday,Sushi,Clear,47.52,17,4,15
ORD-100865,15/03/2025 12:00,Weekend,Italian,Clear,65.77,42,4,12
ORD-100866,07/03/2025 13:00,Weekday,Sushi,Clear,40.07,20,5,13
ORD-100867,17/05/2025 20:00,Weekend,Indian,Clear,56.05,30,5,20
ORD-100868,03/01/2025 13:00,Weekday,Fast Food,Clear,90.24,17,4,13
ORD-100869,18/04/2025 18:00,Weekday,Indian,Cloudy,103.71,20,5,18
ORD-100870,09/04/2025 10:00,Weekday,Fast Food,Storm,96.66,29,4,10
ORD-100871,22/01/2025 20:00,Weekday,Italian,Clear,61.86,19,5,20
ORD-100872,08/02/2025 22:00,Weekend,Fast Food,Clear,74.74,39,5,22
ORD-100873,26/02/2025 17:00,Weekday,Indian,Clear,42.37,25,5,17
ORD-100874,27/04/2025 17:00,Weekend,Sushi,Rain,69.47,57,1,17
ORD-100875,11/03/2025 18:00,Weekday,Healthy/Vegan,Clear,42.1,26,4,18
ORD-100876,25/05/2025 22:00,Weekend,Italian,Clear,46.93,38,4,22
ORD-100877,25/03/2025 18:00,Weekday,Healthy/Vegan,Clear,67.45,31,5,18
ORD-100878,22/01/2025 11:00,Weekday,Indian,Clear,82.09,19,5,11
ORD-100879,05/03/2025 19:00,Weekday,Sushi,Clear,119.9,15,4,19
ORD-100880,12/04/2025 12:00,Weekend,Sushi,Cloudy,70.46,32,5,12
ORD-100881,14/02/2025 13:00,Weekday,Indian,Clear,26.8,21,4,13
ORD-100882,22/02/2025 20:00,Weekend,Indian,Cloudy,79.09,43,5,20
ORD-100883,27/05/2025 18:00,Weekday,Indian,Cloudy,32.91,21,5,18
ORD-100884,03/01/2025 17:00,Weekday,Indian,Cloudy,17.59,25,5,17
ORD-100885,21/01/2025 16:00,Weekday,Sushi,Clear,101.29,32,5,16
ORD-100886,09/04/2025 12:00,Weekday,Healthy/Vegan,Storm,110.74,33,4,12
ORD-100887,20/02/2025 11:00,Weekday,Sushi,Clear,77.23,24,4,11
ORD-100888,02/01/2025 11:00,Weekday,Healthy/Vegan,Rain,114.42,53,1,11
ORD-100889,26/03/2025 10:00,Weekday,Fast Food,Storm,84.49,46,5,10
ORD-100890,26/01/2025 17:00,Weekend,Indian,Clear,83.83,24,4,17
ORD-100891,16/02/2025 22:00,Weekend,Italian,Clear,85.43,34,4,22
ORD-100892,12/04/2025 18:00,Weekend,Italian,Clear,61.85,31,4,18
ORD-100893,25/04/2025 15:00,Weekday,Indian,Rain,20.12,52,2,15
ORD-100894,03/04/2025 18:00,Weekday,Sushi,Rain,91.38,31,4,18
ORD-100895,06/02/2025 15:00,Weekday,Fast Food,Cloudy,16.84,30,5,15
ORD-100896,14/01/2025 14:00,Weekday,Fast Food,Clear,44.83,27,4,14
ORD-100897,28/06/2025 10:00,Weekend,Italian,Cloudy,90.14,33,4,10
ORD-100898,13/06/2025 18:00,Weekday,Italian,Rain,47.11,37,5,18
ORD-100899,28/03/2025 19:00,Weekday,Sushi,Clear,26.09,17,5,19
ORD-100900,27/02/2025 15:00,Weekday,Indian,Rain,88.84,37,5,15
ORD-100901,28/05/2025 16:00,Weekday,Healthy/Vegan,Rain,47.99,29,4,16
ORD-100902,15/04/2025 12:00,Weekday,Italian,Clear,80.23,27,5,12
ORD-100903,24/01/2025 19:00,Weekday,Italian,Storm,38.34,42,5,19
ORD-100904,24/05/2025 18:00,Weekend,Sushi,Clear,94.26,41,5,18
ORD-100905,21/05/2025 19:00,Weekday,Italian,Clear,45.96,24,4,19
ORD-100906,28/02/2025 16:00,Weekday,Italian,Clear,107.27,15,4,16
ORD-100907,20/03/2025 11:00,Weekday,Fast Food,Rain,38.42,45,5,11
ORD-100908,01/02/2025 21:00,Weekend,Indian,Clear,34.77,40,4,21
ORD-100909,21/03/2025 19:00,Weekday,Italian,Rain,29.85,47,4,19
ORD-100910,10/04/2025 13:00,Weekday,Healthy/Vegan,Cloudy,101.25,32,4,13
ORD-100911,26/05/2025 15:00,Weekday,Sushi,Rain,86.68,45,4,15
ORD-100912,23/02/2025 19:00,Weekend,Indian,Clear,68.6,46,5,19
ORD-100913,18/02/2025 14:00,Weekday,Sushi,Rain,85.8,27,4,14
ORD-100914,28/06/2025 13:00,Weekend,Sushi,Clear,96.97,25,4,13
ORD-100915,20/05/2025 22:00,Weekday,Healthy/Vegan,Clear,95.02,24,5,22
ORD-100916,20/06/2025 10:00,Weekday,Indian,Cloudy,92.43,15,5,10
ORD-100917,26/05/2025 18:00,Weekday,Fast Food,Clear,32.07,29,4,18
ORD-100918,19/06/2025 22:00,Weekday,Indian,Clear,63.06,31,5,22
ORD-100919,16/03/2025 12:00,Weekend,Italian,Cloudy,33.27,34,5,12
ORD-100920,20/01/2025 19:00,Weekday,Fast Food,Cloudy,23.06,28,5,19
ORD-100921,21/02/2025 14:00,Weekday,Healthy/Vegan,Rain,81.17,43,4,14
ORD-100922,01/02/2025 10:00,Weekend,Italian,Clear,43.53,31,4,10
ORD-100923,30/01/2025 18:00,Weekday,Sushi,Clear,58.99,18,5,18
ORD-100924,21/05/2025 16:00,Weekday,Healthy/Vegan,Clear,20.71,16,4,16
ORD-100925,10/02/2025 21:00,Weekday,Healthy/Vegan,Rain,40.59,50,5,21
ORD-100926,16/04/2025 21:00,Weekday,Sushi,Rain,33.27,30,5,21
ORD-100927,28/04/2025 16:00,Weekday,Italian,Storm,64.83,40,4,16
ORD-100928,18/02/2025 19:00,Weekday,Healthy/Vegan,Clear,78.45,21,5,19
ORD-100929,26/05/2025 14:00,Weekday,Healthy/Vegan,Clear,16.75,32,4,14
ORD-100930,05/05/2025 21:00,Weekday,Sushi,Clear,115.77,34,5,21
ORD-100931,19/01/2025 14:00,Weekend,Italian,Rain,30.11,48,5,14
ORD-100932,19/06/2025 22:00,Weekday,Healthy/Vegan,Rain,61.48,43,4,22
ORD-100933,23/01/2025 16:00,Weekday,Sushi,Clear,51.93,24,5,16
ORD-100934,26/06/2025 19:00,Weekday,Indian,Clear,106.04,15,5,19
ORD-100935,07/04/2025 20:00,Weekday,Sushi,Clear,80.81,30,5,20
ORD-100936,10/06/2025 19:00,Weekday,Fast Food,Clear,45.55,20,5,19
ORD-100937,15/06/2025 19:00,Weekend,Sushi,Clear,66.7,29,5,19
ORD-100938,06/06/2025 19:00,Weekday,Sushi,Clear,81.31,33,4,19
ORD-100939,14/04/2025 11:00,Weekday,Fast Food,Rain,61.92,47,5,11
ORD-100940,02/06/2025 22:00,Weekday,Sushi,Rain,58.99,32,4,22
ORD-100941,30/04/2025 20:00,Weekday,Fast Food,Rain,60.13,36,5,20
ORD-100942,08/03/2025 20:00,Weekend,Fast Food,Rain,96.57,66,1,20
ORD-100943,22/06/2025 17:00,Weekend,Italian,Clear,119.58,35,5,17
ORD-100944,23/05/2025 21:00,Weekday,Sushi,Cloudy,53.44,31,5,21
ORD-100945,05/03/2025 12:00,Weekday,Sushi,Clear,119.79,33,5,12
ORD-100946,29/01/2025 12:00,Weekday,Sushi,Rain,79.71,29,5,12
ORD-100947,31/03/2025 11:00,Weekday,Fast Food,Rain,29.07,29,5,11
ORD-100948,03/05/2025 15:00,Weekend,Healthy/Vegan,Clear,109.24,36,5,15
ORD-100949,17/03/2025 16:00,Weekday,Healthy/Vegan,Clear,71.91,19,4,16
ORD-100950,11/01/2025 14:00,Weekend,Italian,Clear,54.59,26,5,14
ORD-100951,14/06/2025 12:00,Weekend,Healthy/Vegan,Clear,67.78,28,5,12
ORD-100952,02/01/2025 16:00,Weekday,Indian,Cloudy,16.39,27,5,16
ORD-100953,20/01/2025 22:00,Weekday,Healthy/Vegan,Rain,67.84,38,4,22
ORD-100954,01/01/2025 12:00,Weekday,Indian,Cloudy,79.38,33,5,12
ORD-100955,04/04/2025 14:00,Weekday,Sushi,Rain,41.59,44,5,14
ORD-100956,22/02/2025 13:00,Weekend,Indian,Clear,94.11,34,5,13
ORD-100957,16/01/2025 11:00,Weekday,Healthy/Vegan,Clear,104.59,21,5,11
ORD-100958,22/04/2025 21:00,Weekday,Fast Food,Clear,16.67,32,5,21
ORD-100959,15/01/2025 13:00,Weekday,Fast Food,Rain,39.75,42,5,13
ORD-100960,18/02/2025 11:00,Weekday,Healthy/Vegan,Clear,28.35,30,5,11
ORD-100961,29/01/2025 16:00,Weekday,Indian,Clear,68.14,31,5,16
ORD-100962,22/05/2025 22:00,Weekday,Healthy/Vegan,Clear,98.67,27,5,22
ORD-100963,02/02/2025 16:00,Weekend,Sushi,Clear,113.13,38,4,16
ORD-100964,30/04/2025 14:00,Weekday,Sushi,Clear,26.22,24,5,14
ORD-100965,11/01/2025 20:00,Weekend,Sushi,Clear,61.97,42,4,20
ORD-100966,16/01/2025 17:00,Weekday,Healthy/Vegan,Clear,85.6,25,4,17
ORD-100967,17/01/2025 18:00,Weekday,Italian,Rain,36.63,32,5,18
ORD-100968,13/04/2025 10:00,Weekend,Fast Food,Cloudy,111.29,43,5,10
ORD-100969,15/02/2025 19:00,Weekend,Italian,Cloudy,28.3,43,4,19
ORD-100970,24/01/2025 22:00,Weekday,Italian,Clear,111.95,32,4,22
ORD-100971,06/02/2025 19:00,Weekday,Fast Food,Rain,118.86,49,5,19
ORD-100972,07/06/2025 14:00,Weekend,Healthy/Vegan,Clear,119.94,42,5,14
ORD-100973,28/03/2025 12:00,Weekday,Healthy/Vegan,Clear,85.03,19,5,12
ORD-100974,24/04/2025 20:00,Weekday,Sushi,Clear,80.16,34,5,20
ORD-100975,19/02/2025 15:00,Weekday,Italian,Cloudy,63.97,16,4,15
ORD-100976,06/06/2025 20:00,Weekday,Indian,Rain,25,43,5,20
ORD-100977,17/05/2025 12:00,Weekend,Italian,Clear,71.72,33,4,12
ORD-100978,08/02/2025 18:00,Weekend,Indian,Rain,119.54,54,1,18
ORD-100979,19/02/2025 16:00,Weekday,Indian,Cloudy,21.48,22,5,16
ORD-100980,25/04/2025 12:00,Weekday,Indian,Rain,46.78,34,4,12
ORD-100981,22/03/2025 20:00,Weekend,Sushi,Cloudy,16.05,34,5,20
ORD-100982,07/03/2025 11:00,Weekday,Indian,Clear,27.21,28,4,11
ORD-100983,09/06/2025 15:00,Weekday,Italian,Clear,41.97,19,4,15
ORD-100984,12/04/2025 11:00,Weekend,Italian,Rain,29.83,66,3,11
ORD-100985,04/05/2025 16:00,Weekend,Indian,Cloudy,83.28,25,5,16
ORD-100986,28/01/2025 20:00,Weekday,Sushi,Clear,97.84,22,5,20
ORD-100987,22/02/2025 17:00,Weekend,Healthy/Vegan,Clear,96.15,37,4,17
ORD-100988,13/04/2025 19:00,Weekend,Fast Food,Rain,52.97,54,1,19
ORD-100989,22/02/2025 11:00,Weekend,Healthy/Vegan,Clear,52.27,31,5,11
ORD-100990,08/03/2025 21:00,Weekend,Sushi,Storm,31.71,49,4,21
ORD-100991,31/05/2025 22:00,Weekend,Sushi,Clear,92.75,37,5,22
ORD-100992,17/02/2025 22:00,Weekday,Sushi,Clear,24.6,33,5,22
ORD-100993,20/03/2025 20:00,Weekday,Sushi,Clear,72.74,29,5,20
ORD-100994,18/05/2025 12:00,Weekend,Italian,Clear,63.51,36,4,12
ORD-100995,06/01/2025 20:00,Weekday,Italian,Clear,82.01,16,5,20
ORD-100996,02/01/2025 22:00,Weekday,Fast Food,Cloudy,115.97,22,4,22
ORD-100997,07/04/2025 15:00,Weekday,Healthy/Vegan,Clear,99.41,15,5,15
ORD-100998,02/02/2025 17:00,Weekend,Indian,Clear,71.22,30,4,17
ORD-100999,28/03/2025 12:00,Weekday,Sushi,Storm,48.57,45,5,12
ORD-101000,23/06/2025 17:00,Weekday,Sushi,Clear,97.21,22,4,17
ORD-101001,12/06/2025 10:00,Weekday,Indian,Clear,53.57,29,5,10
ORD-101002,17/01/2025 10:00,Weekday,Healthy/Vegan,Rain,48.23,36,4,10
ORD-101003,29/05/2025 19:00,Weekday,Indian,Clear,86.93,33,5,19
ORD-101004,06/03/2025 13:00,Weekday,Fast Food,Clear,61.45,23,5,13
ORD-101005,19/05/2025 21:00,Weekday,Sushi,Clear,18.94,25,4,21
ORD-101006,13/06/2025 16:00,Weekday,Indian,Clear,93.2,22,5,16
ORD-101007,28/04/2025 13:00,Weekday,Indian,Clear,40.98,27,5,13
ORD-101008,12/04/2025 20:00,Weekend,Healthy/Vegan,Cloudy,106.16,37,5,20
ORD-101009,03/04/2025 20:00,Weekday,Healthy/Vegan,Clear,30.62,21,5,20
ORD-101010,31/03/2025 17:00,Weekday,Fast Food,Clear,114.23,18,5,17
ORD-101011,21/06/2025 10:00,Weekend,Sushi,Clear,62.82,41,5,10
ORD-101012,20/01/2025 19:00,Weekday,Healthy/Vegan,Rain,35.23,53,1,19
ORD-101013,18/03/2025 16:00,Weekday,Indian,Clear,114.52,25,4,16
ORD-101014,21/05/2025 21:00,Weekday,Italian,Clear,40.9,21,5,21
ORD-101015,08/03/2025 22:00,Weekend,Indian,Cloudy,59.81,27,5,22
ORD-101016,02/02/2025 10:00,Weekend,Sushi,Clear,73.95,42,5,10
ORD-101017,16/04/2025 22:00,Weekday,Fast Food,Clear,98.61,32,5,22
ORD-101018,25/05/2025 12:00,Weekend,Indian,Clear,93.55,37,4,12
ORD-101019,14/03/2025 16:00,Weekday,Sushi,Cloudy,96.37,21,5,16
ORD-101020,06/01/2025 19:00,Weekday,Healthy/Vegan,Clear,21.11,20,5,19
ORD-101021,03/03/2025 14:00,Weekday,Sushi,Clear,97.36,34,5,14
ORD-101022,18/05/2025 17:00,Weekend,Fast Food,Clear,96.34,43,4,17
ORD-101023,27/02/2025 20:00,Weekday,Indian,Clear,43.23,22,5,20
ORD-101024,28/06/2025 16:00,Weekend,Indian,Clear,116.73,27,4,16
ORD-101025,23/02/2025 21:00,Weekend,Sushi,Clear,24.94,40,4,21
ORD-101026,11/05/2025 20:00,Weekend,Healthy/Vegan,Clear,42.85,31,5,20
ORD-101027,09/04/2025 13:00,Weekday,Sushi,Cloudy,52.44,31,5,13
ORD-101028,09/06/2025 19:00,Weekday,Italian,Rain,116.74,40,5,19
ORD-101029,25/05/2025 17:00,Weekend,Healthy/Vegan,Clear,77.21,41,5,17
ORD-101030,24/03/2025 15:00,Weekday,Sushi,Clear,102.86,31,4,15
ORD-101031,18/05/2025 16:00,Weekend,Fast Food,Clear,61.59,46,5,16
ORD-101032,15/05/2025 19:00,Weekday,Fast Food,Storm,78.81,40,5,19
ORD-101033,14/03/2025 21:00,Weekday,Italian,Cloudy,96,27,5,21
ORD-101034,16/06/2025 17:00,Weekday,Fast Food,Cloudy,98.9,27,5,17
ORD-101035,13/04/2025 18:00,Weekend,Italian,Rain,80.87,49,4,18
ORD-101036,22/03/2025 14:00,Weekend,Healthy/Vegan,Rain,23.4,53,2,14
ORD-101037,02/03/2025 19:00,Weekend,Fast Food,Clear,85.28,36,5,19
